,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
0,False,/a2tys4sD7xzVaogPntGsT1ypVoT.jpg,"[53, 35]",804150,en,Cocaine Bear,"Inspired by a true story, an oddball group of cops, criminals, tourists and teens converge in a Georgia forest where a 500-pound black bear goes on a murderous rampage after unintentionally ingesting cocaine.",3813.468,/gOnmaxHo0412UVr1QM5Nekv1xPi.jpg,2023-02-22,Cocaine Bear,False,6.5,384
1,False,/jr8tSoJGj33XLgFBy6lmZhpGQNu.jpg,"[16, 12, 35, 10751]",315162,en,Puss in Boots: The Last Wish,"Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.",1875.671,/kuf6dutpsT0vSVehic3EZIqkOBt.jpg,2022-12-07,Puss in Boots: The Last Wish,False,8.3,4762
2,False,/2Eewgp7o5AU1xCataDmiIL2nYxd.jpg,"[18, 36]",943822,en,Prizefighter: The Life of Jem Belcher,"At the turn of the 19th century, Pugilism was the sport of kings and a gifted young boxer fought his way to becoming champion of England.",1702.935,/x3PIk93PTbxT88ohfeb26L1VpZw.jpg,2022-06-30,Prizefighter: The Life of Jem Belcher,False,6.7,78
3,False,/xDMIl84Qo5Tsu62c9DGWhmPI67A.jpg,"[28, 12, 878]",505642,en,Black Panther: Wakanda Forever,"Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death.  As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.",1568.974,/sv1xJUazXeYqALzczSZ3O6nkH75.jpg,2022-11-09,Black Panther: Wakanda Forever,False,7.3,4227
4,False,/wybmSmviUXxlBmX44gtpow5Y9TB.jpg,"[28, 35, 14]",594767,en,Shazam! Fury of the Gods,"Billy Batson and his foster siblings, who transform into superheroes by saying ""Shazam!"", are forced to get back into action and fight the Daughters of Atlas, who they must stop from using a weapon that could destroy the world.",1274.914,/3GrRgt6CiLIUXUtoktcv1g2iwT5.jpg,2023-03-15,Shazam! Fury of the Gods,False,7.0,195
5,False,/nDg8feBTHh52YCAuXpFWynznqAh.jpg,"[53, 28]",850871,es,Sayen,"Sayen is hunting down the men who murdered her grandmother. Using her training and knowledge of nature, she is able to turn the tables on them, learning of a conspiracy from a corporation that threatens her people's ancestral lands.",1339.936,/aCy61aU7BMG7SfhkaAaasS0KzUO.jpg,2023-03-03,Sayen,False,6.4,55
6,False,/22z44LPkMyf5nyyXvv8qQLsbom.jpg,"[27, 9648, 53]",631842,en,Knock at the Cabin,"While vacationing at a remote cabin, a young girl and her two fathers are taken hostage by four armed strangers who demand that the family make an unthinkable choice to avert the apocalypse. With limited access to the outside world, the family must decide what they believe before all is lost.",1259.787,/dm06L9pxDOL9jNSK4Cb6y139rrG.jpg,2023-02-01,Knock at the Cabin,False,6.4,1078
7,False,/AsEgGeccI32SwMBkxpwhOkhbzmF.jpg,"[28, 878, 53, 27]",1011679,en,Shark Side of the Moon,"Decades ago, the USSR developed unkillable sharks and launched them to the moon. Today, a team of American astronauts will endure the fight of their lives.",1228.46,/v5CfpzxoJDkZxjZAizClFdlEF0U.jpg,2022-08-12,Shark Side of the Moon,False,5.3,110
8,False,/pxJbfnMIQQxCrdeLD0zQnWr6ouL.jpg,"[28, 35, 53]",1077280,en,Die Hart,"Kevin Hart - playing a version of himself - is on a death-defying quest to become an action star. And with a little help from John Travolta, Nathalie Emmanuel, and Josh Hartnett - he just might pull it off.",1012.904,/1EnBjTJ5utgT1OXYBZ8YwByRCzP.jpg,2023-02-22,Die Hart,False,6.1,204
9,False,/7eccX0xay9pDj6ZQvU4cu3whw18.jpg,"[16, 9648, 14, 28, 27]",1003579,en,Batman: The Doom That Came to Gotham,"Explorer Bruce Wayne accidentally unleashes an ancient evil, and returns to Gotham after being away for two decades. There, Batman battles Lovecraftian supernatural forces and encounters allies and enemies such as Green Arrow, Ra's al Ghul, Mr. Freeze, Killer Croc, Two-Face and James Gordon.",1095.846,/hrATQE8ScQceohwInaMluluNEaf.jpg,2023-03-10,Batman: The Doom That Came to Gotham,False,6.7,26
10,False,/9Rq14Eyrf7Tu1xk0Pl7VcNbNh1n.jpg,"[28, 12, 53]",646389,en,Plane,"After a heroic job of successfully landing his storm-damaged aircraft in a war zone, a fearless pilot finds himself between the agendas of multiple militias planning to take the plane and its passengers hostage.",1052.525,/qi9r5xBgcc9KTxlOLjssEbDgO0J.jpg,2023-01-12,Plane,False,6.9,939
11,False,/h8gHn0OzBoaefsYseUByqsmEDMY.jpg,"[28, 53, 80]",603692,en,John Wick: Chapter 4,"With the price on his head ever increasing, John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",1149.038,/vZloFAK7NmvMGKE7VkF5UHaz0I.jpg,2023-03-22,John Wick: Chapter 4,False,8.1,53
12,False,/uNK5dHo6HJpwk1BPcDHHyvX7ZLz.jpg,"[28, 53]",983768,en,Black Warrant,A semi-retired special ops assassin and a DEA agent cross paths on separate missions to stop a cyber terrorist organization that has built a dangerous machine threatening to attack the power grid and bring catastrophe to the world.,969.314,/A7vFFZHbDyxfjuYKzJwruTnwwjT.jpg,2023-01-09,Black Warrant,False,5.8,9
13,False,/2E6pIbJien7B9yWpaz8Yd2njzUI.jpg,"[18, 27]",1026563,es,13 exorcismos,"After participating in a séance, young Laura begins to behave strangely. Alarmed, her parents ask Father Olmedo, one of the few exorcists authorized by the Vatican to intervene in cases of demonic possession, for help.",849.175,/8LpnMIqpRiwxpbGR33ALCmVl7gj.jpg,2022-11-04,13 Exorcisms,False,6.2,28
14,False,/ovM06PdF3M8wvKb06i4sjW3xoww.jpg,"[878, 12, 28]",76600,en,Avatar: The Way of Water,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",953.075,/t6HIqrRAclMCA60NsSmeqe9RmNV.jpg,2022-12-14,Avatar: The Way of Water,False,7.7,5807
15,False,/5i6SjyDbDWqyun8klUuCxrlFbyw.jpg,[18],677179,en,Creed III,"After dominating the boxing world, Adonis Creed has been thriving in both his career and family life. When a childhood friend and former boxing prodigy, Damien Anderson, resurfaces after serving a long sentence in prison, he is eager to prove that he deserves his shot in the ring. The face-off between former friends is more than just a fight. To settle the score, Adonis must put his future on the line to battle Damien — a fighter who has nothing to lose.",908.201,/vJU3rXSP9hwUuLeq8IpfsJShLOk.jpg,2023-03-01,Creed III,False,7.1,398
16,False,/bvAMLx00BOr6vkSQWZscwGrPdGI.jpg,"[53, 28, 18, 80]",1058949,en,Little Dixie,"Erstwhile Special Forces operative Doc Alexander is asked to broker a truce with the Mexican drug cartel in secrecy. When Oklahoma Governor Richard Jeffs celebrates the execution of a high-ranking cartel member on TV, his Chief of Staff and Doc inform him about the peace he just ended. But it’s too late, as Cuco, the cartel’s hatchet man, has set his vengeful sights on Doc’s daughter Dixie.",748.604,/cmWTZj9zzT9KFt3XyL0gssL7Ig8.jpg,2023-02-03,Little Dixie,False,6.0,84
17,False,/dlrWhn0G3AtxYUx2D9P2bmzcsvF.jpg,"[878, 27, 35]",536554,en,M3GAN,"A brilliant toy company roboticist uses artificial intelligence to develop M3GAN, a life-like doll programmed to emotionally bond with her newly orphaned niece. But when the doll's programming works too well, she becomes overprotective of her new friend with terrifying results.",718.675,/d9nBoowhjiiYc4FBNtQkPY7c11H.jpg,2022-12-28,M3GAN,False,7.4,2147
18,False,/bQXAqRx2Fgc46uCVWgoPz5L5Dtr.jpg,"[28, 14, 878]",436270,en,Black Adam,"Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods—and imprisoned just as quickly—Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",728.951,/pFlaoHTZeyNkG83vxsAJiGzfSsa.jpg,2022-10-19,Black Adam,False,7.1,4529
19,False,/gslT8t964rYXyqRcqrxFh77ikyb.jpg,"[12, 878, 35]",640146,en,Ant-Man and the Wasp: Quantumania,"Super-Hero partners Scott Lang and Hope van Dyne, along with with Hope's parents Janet van Dyne and Hank Pym, and Scott's daughter Cassie Lang, find themselves exploring the Quantum Realm, interacting with strange new creatures and embarking on an adventure that will push them beyond the limits of what they thought possible.",717.047,/ngl2FKBlU4fhbdsrtdom9LVLBXw.jpg,2023-02-15,Ant-Man and the Wasp: Quantumania,False,6.4,1062
0,False,/32GH8Mi4GmTPIQyd6IW1FFrHWrj.jpg,[28],965839,en,Lord of the Streets,"When Jason Dyson refuses to make his prized fighter throw an MMA match, a notorious gangster collects his debt by killing the fighter and kidnapping Jason's daughter. Now he must train a prisoner to endure five consecutive underground fights to save her.",687.552,/mbigXpUgVgLOacgxlyFfsLRFqxQ.jpg,2022-04-22,Lord of the Streets,False,5.2,47
1,False,/zGoZB4CboMzY1z4G3nU6BWnMDB2.jpg,"[28, 10749, 35]",758009,en,Shotgun Wedding,"Darcy and Tom gather their families for the ultimate destination wedding but when the entire party is taken hostage, “’Til Death Do Us Part” takes on a whole new meaning in this hilarious, adrenaline-fueled adventure as Darcy and Tom must save their loved ones—if they don’t kill each other first.",638.612,/t79ozwWnwekO0ADIzsFP1E5SkvR.jpg,2022-12-28,Shotgun Wedding,False,6.3,678
2,False,/r7Dfg9aRZ78gJsmDlCirIIlNH3d.jpg,[18],785084,en,The Whale,A reclusive English teacher suffering from severe obesity attempts to reconnect with his estranged teenage daughter for one last chance at redemption.,686.66,/jQ0gylJMxWSL490sy0RrPj1Lj7e.jpg,2022-12-09,The Whale,False,8.0,1545
3,False,/v2LilmCylr3bL9TCZSj6syjowZh.jpg,"[35, 18]",937278,en,A Man Called Otto,"When a lively young family moves in next door, grumpy widower Otto Anderson meets his match in a quick-witted, pregnant woman named Marisol, leading to an unlikely friendship that turns his world upside down.",582.818,/130H1gap9lFfiTF9iDrqNIkFvC9.jpg,2022-12-28,A Man Called Otto,False,7.9,816
4,False,/xnAi4BRoO3ZQ3wwxGn6UNoxQzDq.jpg,"[80, 28]",823999,it,Diabolik - Ginko all'attacco!,"Diabolik nearly gets caught in Inspector Ginko's latest trap, leaving his partner in crime Eva Kant behind in the escape. Furious, Eva offers Ginko her help in capturing the King of Terror, but the former has to face the return of an old flame of his.",595.043,/8QVbWBv94BAT9u1q9uJccwOxMzt.jpg,2022-11-17,Diabolik - Ginko Attacks,False,5.7,107
5,False,/44immBwzhDVyjn87b3x3l9mlhAD.jpg,"[27, 9648, 53]",934433,en,Scream VI,"Following the latest Ghostface killings, the four survivors leave Woodsboro behind and start a fresh chapter.",547.088,/aePBN8ffLCHoUXp8lkA5P29CXdx.jpg,2023-03-08,Scream VI,False,7.4,362
6,False,/hlxduUs8y9icWGMzYCDLcYHEQ2u.jpg,[53],985939,en,Fall,"For best friends Becky and Hunter, life is all about conquering fears and pushing limits. But after they climb 2,000 feet to the top of a remote, abandoned radio tower, they find themselves stranded with no way down. Now Becky and Hunter’s expert climbing skills will be put to the ultimate test as they desperately fight to survive the elements, a lack of supplies, and vertigo-inducing heights",565.577,/v28T5F1IygM8vXWZIycfNEm3xcL.jpg,2022-08-11,Fall,False,7.3,2582
7,False,/af1tFYzzT2mHIy2l7nTIU8PWfak.jpg,"[80, 18, 53]",842942,en,Bandit,"After escaping a Michigan prison, a charming career criminal assumes a new identity in Canada and goes on to rob a record 59 banks and jewellery stores while being hunted by a rogue task force. Based on the story of The Flying Bandit.",558.548,/yph9PAbmjYPvyvbeZvdYIhCZHEu.jpg,2022-09-23,Bandit,False,6.1,129
8,False,/sGE6N1vJjxZLkOJEXdIOqTslxuL.jpg,[99],1087040,en,Money Shot: The Pornhub Story,"Featuring interviews with performers, activists and past employees, this documentary offers a deep dive into the successes and scandals of Pornhub.",564.557,/kUWTY8rwEZ3d8G31GuPMbvqS67D.jpg,2023-03-15,Money Shot: The Pornhub Story,False,5.8,68
9,False,/hJoe1i1MXoO7sXkbQRuONvUNPEo.jpg,"[16, 12, 10751, 14]",502356,en,The Super Mario Bros. Movie,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",518.156,/qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg,2023-03-30,The Super Mario Bros. Movie,False,0.0,0
10,False,/tt79dbOPd9Z9ykEOpvckttgYXwH.jpg,"[28, 12, 878]",545611,en,Everything Everywhere All at Once,"An aging Chinese immigrant is swept up in an insane adventure, where she alone can save what's important to her by connecting with the lives she could have led in other universes.",448.322,/w3LxiVYdWWRvEVdn5RYq6jIqkb1.jpg,2022-03-24,Everything Everywhere All at Once,False,7.9,4020
11,False,/wD2kUCX1Bb6oeIb2uz7kbdfLP6k.jpg,"[27, 53]",980078,en,Winnie the Pooh: Blood and Honey,"Christopher Robin is headed off to college and he has abandoned his old friends, Pooh and Piglet, which then leads to the duo embracing their inner monsters.",758.164,/ewF3IlGscc7FjgGEPcQvZsAsgAW.jpg,2023-01-27,Winnie the Pooh: Blood and Honey,False,5.5,106
12,False,/AqhA7GXDEaP1spOWih195YzSPem.jpg,"[16, 28, 12, 14, 53]",635302,ja,劇場版「鬼滅の刃」無限列車編,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!",507.683,/h8Rb9gBr48ODIwYUttZNYeMWeUU.jpg,2020-10-16,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,False,8.3,2997
13,False,/jqYFLfMF0liCsHAVEejaFfHl81Y.jpg,[35],791333,es,El cuarto pasajero,"Julián, a divorced man with financial problems, uses a cell phone application to share his car with strangers.",438.087,/deOu3LDIbWtipp8vjCaszKz22LZ.jpg,2022-10-28,Four's a Crowd,False,6.7,32
14,False,/ql4PnvKYKaMtdx9Ck4fHY2wJphT.jpg,"[35, 18, 10749]",32516,cn,金瓶梅2 愛的奴隸,"Rich and powerful Simon Qing has been schooled in the ways of sex by his virile father, but is still a virgin. That is, until he meets his first love Violetta who has fun with him all over his father’s estate. Their love does not last, so Simon embarks on a journey. Along the way he meets the comely nun Moon whom Simon deflowers and then marries. He then becomes enamored of Golden Lotus but she is married to dwarf Wu Da-Lang.",664.931,/A1yymig7S0FTWv9cTtOwdI1cH5V.jpg,2009-03-04,The Forbidden Legend: Sex & Chopsticks 2,False,6.1,57
15,False,/A2avUoNFstnBhAnHiogXQs4c9Bt.jpg,"[18, 27, 9648]",772515,es,Huesera,"Valeria's joy at becoming a first-time mother is quickly taken away when she's cursed by a sinister entity. As danger closes in, she's forced deeper into a chilling world of dark magic that threatens to consume her.",426.687,/zgpj76z9byUgcWnxLDmtZ3XqfvN.jpg,2023-02-10,Huesera: The Bone Woman,False,5.9,157
16,False,/53BC9F2tpZnsGno2cLhzvGprDYS.jpg,"[14, 28, 12, 53]",736526,no,Troll,"Deep inside the mountain of Dovre, something gigantic awakens after being trapped for a thousand years. Destroying everything in its path, the creature is fast approaching the capital of Norway. But how do you stop something you thought only existed in Norwegian folklore?",448.877,/9z4jRr43JdtU66P0iy8h18OyLql.jpg,2022-12-01,Troll,False,6.8,1297
17,False,/afsYFdid9pnnRd6tTrHFUbHgXJn.jpg,"[878, 28, 12]",843794,ko,정이,"On an uninhabitable 22nd-century Earth, the outcome of a civil war hinges on cloning the brain of an elite soldier to create a robot mercenary.",459.455,/z2nfRxZCGFgAnVhb9pZO87TyTX5.jpg,2023-01-20,JUNG_E,False,6.3,392
18,False,/OIGX2lm5tmlCKvZUghtwHzoxxO.jpg,"[28, 35, 14]",287947,en,Shazam!,A boy is given the ability to become an adult superhero in times of need with a single magic word.,431.343,/xnopI5Xtky18MPhK40cZAGAOVeV.jpg,2019-03-29,Shazam!,False,7.0,8321
19,False,/fTLMsF3IVLMcpNqIqJRweGvVwtX.jpg,"[28, 80, 53]",1035806,en,Detective Knight: Independence,"Detective James Knight 's last-minute assignment to the Independence Day shift turns into a race to stop an unbalanced ambulance EMT from imperiling the city's festivities. The misguided vigilante, playing cop with a stolen gun and uniform, has a bank vault full of reasons to put on his own fireworks show... one that will strike dangerously close to Knight's home.",423.481,/jrPKVQGjc3YZXm07OYMriIB47HM.jpg,2023-01-20,Detective Knight: Independence,False,5.6,102
0,False,/vL5LR6WdxWPjLPFRLe133jXWsh5.jpg,"[28, 12, 14, 878]",19995,en,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",432.411,/jRXYjXNq0Cs2TcJjLkki24MLp7u.jpg,2009-12-15,Avatar,False,7.6,28687
1,False,/ifUfE79O1raUwbaQRIB7XnFz5ZC.jpg,"[27, 9648, 53]",646385,en,Scream,"Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro, a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past.",394.853,/gl8lf8UejgxbkgAfrpt3UGD1qPH.jpg,2022-01-12,Scream,False,6.7,2212
2,False,/jsoz1HlxczSuTx0mDl2h0lxy36l.jpg,"[14, 28, 35]",616037,en,Thor: Love and Thunder,"After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",439.93,/pIkRyD18kl4FhoCNQuWxWu5cBLM.jpg,2022-07-06,Thor: Love and Thunder,False,6.6,5604
3,False,/mqsPyyeDCBAghXyjbw4TfEYwljw.jpg,"[18, 10752, 36]",49046,de,Im Westen nichts Neues,"Paul Baumer and his friends Albert and Muller, egged on by romantic dreams of heroism, voluntarily enlist in the German army. Full of excitement and patriotic fervour, the boys enthusiastically march into a war they believe in. But once on the Western Front, they discover the soul-destroying horror of World War I.",387.616,/2IRjbi9cADuDMKmHdLK7LaqQDKA.jpg,2022-10-07,All Quiet on the Western Front,False,7.8,2322
4,False,/jhi3K0rN46SSu9wEu6zYVCOeVtH.jpg,"[16, 28, 878]",1003580,en,Legion of Super-Heroes,"Kara, devastated by the loss of Krypton, struggles to adjust to her new life on Earth. Her cousin, Superman, mentors her and suggests she leave their space-time to attend the Legion Academy in the 31st century, where she makes new friends and a new enemy: Brainiac 5. Meanwhile, she must contend with a mysterious group called the Dark Circle as it searches for a powerful weapon held in the Academy’s vault.",378.697,/8M6bA5t2q5u1nWDTEIXuGDwvboW.jpg,2023-02-07,Legion of Super-Heroes,False,6.4,67
5,False,/cL0cdccOMzM508ODsWPfHVMMAzo.jpg,[28],267805,en,There Are No Saints,"A man is imprisoned for a crime he didn't commit. When his wife is murdered and his son kidnapped and taken to Mexico, he devises an elaborate and dangerous plan to rescue his son and avenge the murder.",364.32,/fcOTYArjKuAgufwHoTvx8w9UKCv.jpg,2022-05-27,There Are No Saints,False,5.3,88
6,False,/eN6R6mb3ntHwA3y3MhSwpP78ljN.jpg,"[53, 80, 28, 18]",722149,en,Luther: The Fallen Sun,"A gruesome serial killer is terrorizing London while brilliant but disgraced detective John Luther sits behind bars. Haunted by his failure to capture the cyber psychopath who now taunts him, Luther decides to break out of prison to finish the job by any means necessary.",359.482,/xsW7M4b4gawgFKCzcXHL2MSeswj.jpg,2023-02-24,Luther: The Fallen Sun,False,6.8,323
7,False,/nWs0auTqn2UaFGfTKtUE5tlTeBu.jpg,"[10751, 35, 14]",668482,en,Roald Dahl's Matilda the Musical,"An extraordinary young girl discovers her superpower and summons the remarkable courage, against all odds, to help others change their stories, whilst also taking charge of her own destiny. Standing up for what's right, she's met with miraculous results.",376.437,/ga8R3OiOMMgSvZ4cOj8x7prUNYZ.jpg,2022-11-25,Roald Dahl's Matilda the Musical,False,6.8,529
8,False,/e782pDRAlu4BG0ahd777n8zfPzZ.jpg,"[16, 14, 18, 10402]",555604,en,Guillermo del Toro's Pinocchio,"During the rise of fascism in Mussolini's Italy, a wooden boy brought magically to life struggles to live up to his father's expectations.",351.92,/vx1u0uwxdlhV2MUzj4VlcMB0N6m.jpg,2022-11-09,Guillermo del Toro's Pinocchio,False,8.3,2074
9,False,/rbUPJoJJquPbX1AiV6GzOqcmJME.jpg,"[28, 16, 35, 14, 27, 10752]",587092,es,Unicorn Wars,"An army of bear cubs train and indoctrinate young recruits for the war against the unicorns, which threatens the safety of the cubs. Brothers Bluet and Tubby, along with a group of inexperienced cadets, are sent on a dangerous mission to save the Magic Forest, where the unicorns live, and start a terrible battle.",369.949,/cJBVpO3Sm04U91nJFjIeWDiTQjX.jpg,2022-10-21,Unicorn Wars,False,6.4,30
10,False,/9j0V8Fw5u4cv9cESUXUmTGmpXU5.jpg,"[16, 10751, 35]",1058732,en,The Simpsons Meet the Bocellis in Feliz Navidad,"This Christmas, Homer surprises Marge with the ultimate gift: an unforgettable performance from Italian opera superstar Andrea Bocelli and his children Matteo and Virginia.",351.388,/9rJFKvYvSyQ3HoTl1gcU55FOzYi.jpg,2022-12-15,The Simpsons Meet the Bocellis in Feliz Navidad,False,5.1,31
11,False,/kQW6UMeIfuDmYV6Dse9uKIu3IKg.jpg,"[9648, 53, 27]",782936,en,Nocebo,"A fashion designer hires a nanny from the Philippines to assist her in caring for her family while she is suffering from what she believes is a tick-related illness. The nanny uses traditional Filipino folk healing techniques to help her, but in the process of doing so, she uncovers a horrifying truth about why she is there and why her employer is actually sick.",321.936,/3FPnDTlX0LsaU4VD5mc82BMbchA.jpg,2022-11-03,Nocebo,False,6.2,54
12,False,/94kQGMiFbs5MUTlt7kj9dewsMDi.jpg,"[27, 53]",676547,en,Prey for the Devil,"In response to a global rise in demonic possessions, the Catholic Church reopens exorcism schools to train priests in the Rite of Exorcism. On this spiritual battlefield, an unlikely warrior rises: a young nun, Sister Ann. Thrust onto the spiritual frontline with fellow student Father Dante, Sister Ann finds herself in a battle for the soul of a young girl and soon realizes the Devil has her right where he wants her.",341.213,/iCvgemXf2Kpr2LvpDmt5J9NhjKM.jpg,2022-10-23,Prey for the Devil,False,7.2,565
13,False,/AaV1YIdWKnjAIAOe8UUKBFm327v.jpg,"[28, 18]",361743,en,Top Gun: Maverick,"After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",371.586,/62HCnUTziyWcpDaBO2i1DX17ljH.jpg,2022-05-24,Top Gun: Maverick,False,8.3,6404
14,False,/tiuAX3lcgGp2ClLonjUQ7HB5sfO.jpg,"[80, 53, 18]",842544,en,Transfusion,"Ryan Logan, a former Special Forces operative, is battling to cope with life after the loss of his wife.  He is thrusted into the criminal underworld to keep his only son from being taken from him.",361.536,/bxh5xCCW9Ynfg6EZJWUkc1zqTnr.jpg,2023-01-05,Transfusion,False,6.5,142
15,False,/cRdA9xjHBbobw4LJFsQ3j1CgpVq.jpg,[27],663712,en,Terrifier 2,"After being resurrected by a sinister entity, Art the Clown returns to Miles County where he must hunt down and destroy a teenage girl and her younger brother on Halloween night.  As the body count rises, the siblings fight to stay alive while uncovering the true nature of Art's evil intent.",345.165,/8gLhu8UFPZfH2Hv11JhTZkb9CVl.jpg,2022-10-06,Terrifier 2,False,7.0,1094
16,False,/4B6bYj7gr5wQBvQQhDwr6tzJyGR.jpg,"[10752, 18]",966220,uk,Снайпер. Білий ворон,"Mykola is an eccentric pacifist who wants to be useful to humanity. When the war begins at Donbass, Mykola’s naive world is collapsing as the militants kill his pregnant wife and burn his home to the ground. Recovered, he makes a cardinal decision and gets enlisted in a sniper company. Having met his wife’s killers, he emotionally breaks down and arranges “sniper terror” for the enemy. He’s saved from a senseless death by his instructor who himself gets mortally wounded. The death of a friend leaves a “scar” and Mykola is ready to sacrifice his life.",394.891,/295gZzTXMvuiIG0U19h4M44PXxI.jpg,2022-05-03,Sniper: The White Raven,False,7.6,332
17,False,/Aqldsq65Nj1KAkQD2MzkZsAk5N5.jpg,"[28, 53, 18]",846433,es,The Enforcer,"A noir thriller set in Miami, the film follows an enforcer who discovers his femme fatale boss has branched out into cyber sex trafficking, putting a young runaway he’s befriended at risk. He sacrifices everything to save the young girl from the deadly organization he’s spent his life building.",384.13,/pXC8JJbfnRWtbD8i2yKFqqWEO4X.jpg,2022-09-22,The Enforcer,False,7.3,275
18,False,/5pMy5LF2JAleBNBtuzizfCMWM7k.jpg,"[10752, 36, 18]",653851,en,Devotion,The harrowing true story of two elite US Navy fighter pilots during the Korean War. Their heroic sacrifices would ultimately make them the Navy's most celebrated wingmen.,350.278,/26yQPXymbWeCLKwcmyL8dRjAzth.jpg,2022-11-23,Devotion,False,7.4,385
19,False,/14QbnygCuTO0vl7CAFmPf1fgZfV.jpg,"[28, 12, 878]",634649,en,Spider-Man: No Way Home,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",379.336,/uJYYizSuA9Y3DCs0qS4qWvHfZg4.jpg,2021-12-15,Spider-Man: No Way Home,False,8.0,17010
0,False,/wVxlmhk4OS2eCr0wTQcM4zJ20ml.jpg,"[35, 18, 10749]",906221,en,Magic Mike's Last Dance,"Mike Lane takes to the stage again after a lengthy hiatus, following a business deal that went bust, leaving him broke and taking bartender gigs in Florida. For what he hopes will be one last hurrah, Mike heads to London with a wealthy socialite who lures him with an offer he can’t refuse… and an agenda all her own. With everything on the line, once Mike discovers what she truly has in mind, will he—and the roster of hot new dancers he’ll have to whip into shape—be able to pull it off?",317.119,/5C9rerMqV1X0jnRdbbsM1BswVI2.jpg,2023-02-09,Magic Mike's Last Dance,False,7.3,178
1,False,/vXjpwkXPirBmgdEpIknfN8ziDD.jpg,"[16, 12, 14, 35]",947938,ru,Мальчик-дельфин,"When a plane crashes at sea, dolphins rescue a little boy and raise him as family. He lives a carefree life beneath the waves until an evil monster seizes power over the underwater world. The boy is banished to dry land, where a kind-hearted captain takes him in. With the captain’s help, the boy sets out on a journey to solve the mystery of his true identity.",337.418,/gISoDEiaUH9BNEunmLC7FgUVaia.jpg,2022-04-07,Dolphin Boy,False,6.4,48
2,False,/tsjXBo4LmzV0Bb9hdrz25tzX5GD.jpg,[10402],1041513,en,Encanto at the Hollywood Bowl,"A taped performance of the Encanto Live-to-Film Concert Experience at the Hollywood Bowl. The original cast puts on a miracle of a concert as they sing the favorite songs, accompanied by a full orchestra and 50 person ensemble, and the Hollywood Bowl transforms into Casita!",333.188,/sa3Ku5yNVjp8NloWxJoI9dQjvOi.jpg,2022-12-28,Encanto at the Hollywood Bowl,False,7.3,107
3,False,/8NEvnVKeGMLEXG45MMNqxJLcM4y.jpg,"[28, 16, 14]",820232,ja,鬼滅の刃 兄妹の絆,"Tanjiro finds his family slaughtered and the lone survivor, his sister Nezuko Kamado, turned into a Demon. To his surprise, however, Nezuko still shows signs of human emotion and thought. Thus begins Tanjiro's journey to seek out the Demon who killed their family and turn his sister human again. A recap film of Kimetsu no Yaiba, covering episodes 1-5 with extra footage.",315.647,/vJUDoYNNKvBqbEPUskgvzPXGEFz.jpg,2019-03-29,Demon Slayer: Kimetsu no Yaiba Sibling's Bond,False,8.0,74
